##BLOCKS= 1          
Plate:	Plate#1	1.3	PlateFormat	FLEX	Fluorescence	TRUE	Raw	FALSE	79	120	1.52				1	525	1	12	96	485	Automatic	515			6	Medium			1	8	TimeTags	
	Temperature(¡C)	1	2	3	4	5	6	7	8	9	10	11	12		
		3045.96	4062.815	4742.243	5002.251	4282.516	4200.629	4983.298	4822.505	5046.465	5125.822	5293.716	4566.172		
		46.3586	42.5398	42.575	42.5682	42.5206	42.506	42.592	42.5544	42.5338	42.5166	42.4974	42.5952		
		4050.746	3896.446	4726.745	4217.734	9696.118	10493.918	10474.71	11014.299	8105.956	8374.761	8284.354	9656.14		
		46.5086	42.6912	42.765	42.7666	42.6702	42.6658	42.7972	42.7774	42.6934	42.6662	42.6474	42.7552		
		6399.897	7449.361	8308.586	9293.637	10598.361	10523.306	11499.504	11050.372	11030.04	12101.734	12701.134	12131.348		
		
	37.01	46.889	43.1006	43.1656	43.127	43.0304	43.0462	43.1116	43.0958	43.0742	43.0566	43.0378	43.1456		
		3458.073	3600.521	3829.491	3241.123	3175.711	3257.912	3380.479	4047.831	4472.162	4109.553	4272.336	4627.005		
		47.0404	43.2608	43.3158	43.2874	43.2898	43.1964	43.2716	43.2668	43.2242	43.2062	43.2682	43.296		
		3261.488	3687.643	3929.104	3326.724	3119.921	3422.252	3354.472	4054.601	4359.606	5191.686	4675.101	4545.967		
		47.2114	43.4618	43.476	43.4476	43.4424	43.3468	43.4406	43.4252	43.3746	43.3758	43.4282	43.4472		
		2945.847	3065.618	3303.975	3380.71	3544.463	3525.678	3495.974	3965.894	4320.834	4688.75	4297.603	4260.081		
		47.4196	43.633	43.6358	43.5974	43.591	43.5768	43.594	43.5852	43.5946	43.587	43.5782	43.6664		
		2807.24	2958.295	3261.916	3870.68	3246.3	3700.288	4283.503	4143.435	4671.43	4806.04	4711.507	4335.811		
		47.57	43.7912	43.8272	43.8278	43.7512	43.727	43.752	43.7362	43.7446	43.7374	43.7286	43.8164		
		3006.081	3185.148	3289.156	3109.289	3459.274	3730.925	4180.236	4271.57	4376.622	4758.063	4947.565	4509.456		
		47.7312	43.9412	43.9864	43.9886	43.902	43.8774	43.9322	43.9158	43.895	43.8974	43.889	43.9668		
		3048.98	4018.669	4908.649	5241.106	4413.953	4305.005	5033.019	4842.267	5183.621	5186.98	5302.682	4802.6		
		47.88	44.0916	44.1364	44.138	44.0516	44.0372	44.0826	44.0756	44.055	44.0482	44.0386	44.1276		
		4138.126	4092.141	4871.23	4332.733	9612.537	10545.191	10461.882	10996.592	8452.356	8665.996	8572.743	9970.577		
		48.0304	44.2534	44.2868	44.2884	44.2572	44.1874	44.2426	44.2258	44.2054	44.1978	44.2674	44.2768		
		6393.117	7420.204	8474.516	9325.292	10650.635	10476.85	11600.729	11021.893	11028.893	12189.188	12838.334	12445.53		
		
	37.01	48.481	44.6222	44.6588	44.6388	44.5422	44.6378	44.6332	44.6162	44.6654	44.6482	44.549	44.7472		
		3422.412	3606.891	3786.34	3220.45	3148.634	3203.758	3353.782	3990.997	4477.493	4052.227	4201.179	4603.008		
		48.6428	44.7822	44.8974	44.8888	44.704	44.7882	44.793	44.7666	44.8162	44.8082	44.7002	44.8988		
		3262.591	3694.219	3886.736	3283.68	3055.64	3408.963	3288.582	4022.083	4356.249	5170.659	4632.954	4563.498		
		48.801	44.9334	45.0572	45.0388	44.852	44.9482	45.0136	44.9768	44.9758	44.9682	44.861	45.0592		
		2922.883	3026.248	3239.473	3329.993	3530.583	3518.899	3522.028	3970.537	4349	4680.036	4246.627	4244.376		
		48.9514	45.1044	45.2086	45.1892	45.0024	45.0984	45.1734	45.1276	45.1262	45.1186	45.0098	45.208		
		2751.343	2884.739	3247.097	3843.188	3216.519	3700.33	4311.053	4112.256	4708.464	4765.586	4760.988	4372.727		
		49.1114	45.2626	45.3678	45.3492	45.1626	45.2488	45.3236	45.2772	45.2766	45.279	45.1602	45.3584		
		3026.636	3198.153	3298.092	3105.371	3473.941	3665.742	4219.475	4281.743	4406.277	4908.677	5006.521	4568.439		
		49.2722	45.413	45.5278	45.5014	45.3838	45.4086	45.474	45.4372	45.4366	45.4386	45.391	45.518		
		3075.272	3913.092	5023.856	5453.159	4505.541	4394.248	5159.198	4904.827	5291.579	5192.866	5501.618	4924.292		
		49.4708	45.5932	45.6782	45.6598	45.543	45.6292	45.6358	45.5872	45.6382	45.6382	45.5402	45.7208		
		4214.147	4240.328	5024.858	4452.813	9807.24	10588.415	10494.74	10959.308	8575.446	8848.977	8775.968	10451.547		
		49.6318	45.753	45.885	45.8742	45.703	45.79	45.7842	45.7376	45.797	45.799	45.7006	45.8784		
		6372.415	7398.227	8410.427	9371.84	10618.851	10469.72	11583.977	11120.771	11164.127	12376.599	13112.74	12751.069		
		
	37.01	49.9124	46.1434	46.1686	46.1612	46.0746	46.0796	46.1544	46.1278	46.1094	46.0798	46.071	46.1792		
		3392.643	3535.121	3781.931	3220.913	3091.079	3150.506	3349.758	3997.333	4428.885	4053.108	4199.542	4516.547		
		50.0742	46.2936	46.3288	46.3218	46.2452	46.2396	46.3058	46.2782	46.2678	46.2406	46.2506	46.34		
		3242.815	3605.095	3820.123	3265.379	3064.349	3405.788	3278.429	3973.423	4325.555	5159.43	4596.446	4461.993		
		50.2224	46.445	46.4786	46.4704	46.444	46.3996	46.4768	46.438	46.4274	46.4118	46.461	46.5208		
		2939.947	3024.031	3231.688	3297.712	3457.127	3447.58	3503.462	3955.87	4287.73	4738.796	4311.583	4225.203		
		50.3728	46.664	46.639	46.6208	46.6038	46.56	46.635	46.5902	46.5774	46.5702	46.6114	46.6696		
		2793.022	2896.364	3243.993	3791.828	3174.419	3672.964	4262.745	4140.503	4747.018	4723.628	4726.627	4401.37		
		50.6028	46.8144	46.7992	46.7806	46.7542	46.7602	46.7854	46.7486	46.7782	46.7702	46.7714	46.8496		
		3010.743	3147.464	3270.856	3053.229	3448.141	3589.508	4181.255	4260.661	4432.562	4901.465	4998.913	4617.204		
		50.754	46.9746	47.0092	47.001	46.9044	46.91	46.9456	46.9084	46.9382	46.9206	46.9226	46.9996		
		3055.652	3946.264	5197.089	5681.597	4600.972	4523.001	5201.057	4976.888	5293.948	5318.689	5556.071	5089.226		
		50.9132	47.1352	47.1596	47.1612	47.0644	47.0604	47.1554	47.109	47.0886	47.0706	47.0818	47.15		
		4259.649	4316.621	5100.398	4608.927	9642.626	10556.675	10479.752	11004.979	8675.326	9097.679	9071.157	10636.871		
		51.0732	47.2848	47.3204	47.3212	47.2144	47.2216	47.3058	47.27	47.2486	47.2302	47.2418	47.3104		
		6314.075	7415.008	8475.649	9390.117	10675.43	10480.824	11611.875	11243.455	11197.127	12287.679	13142.606	12945.514		
		
	37.01	51.4446	47.745	47.7002	47.7106	47.6236	47.611	47.666	47.6494	47.6286	47.611	47.6034	47.7008		
		3385.598	3486.566	3723.59	3175.633	3097.764	3185.982	3297.554	3972.247	4364.665	4005.126	4136.044	4445.912		
		51.6638	47.9064	47.86	47.8636	47.777	47.821	47.8172	47.8094	47.839	47.853	47.7742	47.9408		
		3187.706	3643.472	3757.329	3222.963	2975.331	3343.324	3255.338	4019.527	4289.817	5192.31	4609.54	4449.546		
		51.8142	48.0672	48.1006	48.0722	47.9356	47.9716	47.978	47.9604	47.989	48.0114	47.9226	48.0908		
		2891.881	2980.046	3250.317	3297.564	3460.507	3438.328	3500.571	3931.799	4363.782	4752.302	4274.167	4274.864		
		51.9742	48.2158	48.2604	48.232	48.0954	48.1334	48.2168	48.18	48.1394	48.1714	48.083	48.2512		
		2728.041	2865.538	3217.064	3768.312	3239.563	3649.527	4277.007	4137.658	4756.438	4758.113	4724.988	4348.262		
		52.1252	48.376	48.4106	48.3834	48.2458	48.2914	48.377	48.34	48.299	48.3214	48.233	48.4008		
		2962.18	3149.583	3311.898	3037.529	3488.132	3621.778	4177.072	4184.667	4524.579	5015.171	5087.923	4798.421		
		52.2746	48.5358	48.561	48.5428	48.4058	48.4418	48.5276	48.4904	48.4494	48.4738	48.385	48.5528		
		3118.65	3876.069	5236.229	5853.866	4700.74	4554.108	5370.636	5128.505	5441.147	5302.663	5643.634	5203.388		
		52.4346	48.7182	48.721	48.7026	48.5858	48.602	48.6772	48.6514	48.5998	48.6318	48.593	48.7116		
		4327.311	4412.608	5224.094	4792.69	9697.249	10581.772	10496.587	11056.729	8839.154	9219.52	9194.404	11032.641		
		52.6558	48.8764	48.871	48.853	48.7362	48.8146	48.8374	48.8104	48.8326	48.8526	48.7434	48.9328		
		6337.132	7501.306	8432.773	9312.676	10653.105	10456.95	11458.481	11098.505	11187.374	12424.373	13218.372	13341.116		
		
	37.01	52.9668	49.1768	49.2214	49.232	49.1176	49.1324	49.208	49.2408	49.1502	49.143	49.1338	49.2228		
		3423.226	3564.076	3743.149	3138.241	3074.686	3144.315	3254.379	3909.76	4325.663	3931.977	4115.418	4394.642		
		53.1152	49.3378	49.3716	49.3852	49.2886	49.2824	49.3694	49.4098	49.3002	49.3146	49.2842	49.394		
		3190.164	3553.698	3769.824	3260.639	3036.108	3347.698	3257.682	3967.363	4317.342	5046.075	4625.364	4453.499		
		53.2658	49.5086	49.5226	49.5436	49.4466	49.4338	49.5178	49.5632	49.451	49.473	49.4442	49.5524		
		2841.848	2983.824	3257.898	3271.447	3493.262	3417.416	3468.566	3893.942	4298.766	4651.091	4229.52	4187.345		
		53.4256	49.6572	49.6736	49.6936	49.6472	49.5946	49.6684	49.7214	49.611	49.6326	49.6546	49.712		
		2734.24	2847.704	3186.144	3789.283	3207.38	3696.729	4250.399	4057.207	4747.926	4821.092	4763.855	4411.062		
		53.5778	49.8474	49.822	49.844	49.8082	49.743	49.8282	49.8714	49.7622	49.783	49.8058	49.8624		
		2964.669	3080.912	3309.376	2989.164	3432.066	3663.321	4109.804	4205.068	4511.928	4974.834	5210.61	4919.357		
		53.7862	49.9974	49.9724	50.0058	49.9672	49.9434	49.9802	50.0218	49.9614	49.9834	49.965	50.0628		
		3129.321	3920.829	5377.542	6018.148	4818.282	4720.481	5405.422	5227.97	5472.784	5433.708	5819.568	5335.745		
		53.946	50.1478	50.1666	50.204	50.1178	50.1034	50.1388	50.2368	50.1214	50.1334	50.1146	50.2228		
		4389.772	4486.726	5395.122	4980.089	9715.726	10642.964	10314.063	10992.328	9003.61	9388.334	9379.276	11333.046		
		54.0964	50.3078	50.3228	50.3544	50.2778	50.2534	50.3386	50.3922	50.271	50.2838	50.265	50.3732		
		6246.414	7433.539	8434.022	9438.629	10600.668	10573.341	11365.101	11115.263	11065.634	12346.291	13353.408	13322.411		
		
	37.01	54.4866	50.6982	50.733	50.7448	50.7372	50.6438	50.7192	50.6822	50.6718	50.6446	50.7154	50.744		
		3333.992	3545.189	3656.691	3143.217	3058.765	3113.891	3223.292	3893.683	4350.919	3925.67	4098.815	4328.152		
		54.637	50.9282	50.8834	50.905	50.8998	50.7942	50.8692	50.8514	50.8222	50.8158	50.8758	50.9152		
		3155.16	3527.403	3784.956	3224.622	3083.811	3331.78	3256.779	3963.721	4317.587	5033.748	4526.691	4415.354		
		54.857	51.0786	51.0622	51.0648	51.0486	51.036	51.0196	51.0046	51.0322	51.0442	51.0354	51.1336		
		2870.784	2965.168	3227.352	3236.859	3411.1	3443.885	3459.225	3930.743	4365.179	4706.015	4301.77	4201.435		
		55.0084	51.2388	51.2938	51.2754	51.2086	51.1844	51.1798	51.1628	51.183	51.195	51.187	51.284		
		2705.463	2871.993	3248.432	3793.313	3244.366	3627.719	4217.072	4066.926	4705.261	4775.117	4799.108	4467.881		
		55.1676	51.3886	51.454	51.436	51.3694	51.3348	51.4096	51.3632	51.3326	51.3558	51.3462	51.4352		
		2942.513	3046.998	3256.585	3010.824	3475.118	3620.302	4173.221	4150.743	4547.958	5050.684	5226.566	4990.832		
		55.3274	51.5404	51.6138	51.5854	51.5192	51.4946	51.5602	51.5242	51.4926	51.5046	51.5062	51.5944		
		3129.14	3940.64	5469.282	6174.054	4928.524	4815.856	5516.583	5270.452	5497.424	5409.981	5917.747	5551.53		
		55.4778	51.6992	51.7656	51.7358	51.7054	51.646	51.72	51.6732	51.6426	51.655	51.705	51.744		
		4475.753	4607.666	5456.363	5029.557	9632.4	10586.042	10375.647	10914.374	9085.308	9487.581	9561.276	11483.871		
		55.638	51.9306	51.9244	51.8958	51.859	51.8052	51.8702	51.8236	51.793	51.815	51.8666	51.8948		
		6169.377	7453.963	8404.54	9440.914	10559.68	10430.228	11493.331	11202.368	11273.931	12499.899	13366.922	13516.239		
		
	37.00	56.0084	52.2204	52.2834	52.266	52.1714	52.1656	52.2322	52.2038	52.183	52.1674	52.157	52.2656		
		3292.688	3485.482	3711.263	3160.573	3069.21	3078.895	3249.943	3889.462	4300.092	3936.369	4068.115	4322.753		
		56.1684	52.3918	52.4456	52.4262	52.3196	52.3268	52.471	52.456	52.3334	52.3258	52.317	52.4368		
		3153.201	3554.375	3723.296	3162.063	3004.726	3319.529	3276.095	3924.992	4294.723	5012.72	4572.524	4386.634		
		56.3184	52.5502	52.6168	52.5764	52.47	52.5074	52.631	52.6042	52.4934	52.4758	52.4674	52.5852		
		2881.527	2927.33	3124.179	3200.831	3405.453	3412.664	3426.429	3920.945	4307.396	4682.389	4333.465	4205.393		
		56.4698	52.71	52.7754	52.7268	52.6302	52.6562	52.782	52.7546	52.6438	52.6262	52.6178	52.7356		
		2731.865	2832.388	3198.888	3746.534	3152.359	3631.964	4184.404	4049.538	4738.017	4827.26	4920.698	4457.997		
		56.6292	52.8602	52.9352	52.8884	52.831	52.8164	52.9316	52.9148	52.7958	52.787	52.8374	52.896		
		2953.821	3043.14	3333.156	3004.312	3475.324	3616.081	4126.787	4147.744	4577.513	5154.067	5251.225	5128.769		
		56.779	53.0606	53.0852	53.0368	52.9804	52.9762	53.0914	53.0664	52.9542	52.9362	52.9874	53.0572		
		3132.902	3929.042	5673.304	6312.486	4983.582	4844.841	5618.801	5282.637	5595.289	5492.271	5965.649	5676.44		
		56.9794	53.2206	53.2374	53.1872	53.1404	53.1766	53.2416	53.215	53.1846	53.1254	53.1382	53.256		
		4483.657	4694.593	5549.123	5131.972	9627.301	10554.701	10310.246	11011.873	9162.19	9486.703	9715.028	11794.321		
		57.1402	53.371	53.4156	53.3972	53.2906	53.3366	53.4604	53.4398	53.3446	53.2866	53.2978	53.416		
		6214.517	7394.04	8376.8	9415.218	10516.723	10284.18	11383.528	11168.944	11060.365	12505.188	13534.733	13727.464		
		
	37.00	57.53	53.742	53.7862	53.7676	53.7026	53.6872	53.742	53.7266	53.705	53.699	53.6786	53.8064		
		3251.195	3512.706	3683.45	3121.625	3001.615	3042.476	3238.292	3863.596	4235.149	3844.469	4073.681	4242.673		
		57.6898	53.9132	53.9562	53.9178	53.9014	53.8478	53.8926	53.8872	53.8646	53.847	53.8986	53.9664		
		3151.301	3567.152	3759.3	3208.065	3007.887	3278.768	3228.444	3929.883	4291.403	4982.482	4571.434	4372.526		
		57.8412	54.1314	54.1066	54.0682	54.0614	54.0192	54.0524	54.0356	54.015	53.9974	54.049	54.1168		
		2843.666	2923.363	3161.429	3187.093	3439.65	3374.359	3438.294	3860.523	4347.527	4622.553	4386.032	4197.531		
		58.0502	54.2816	54.2668	54.228	54.2116	54.2376	54.2126	54.186	54.2462	54.1838	54.2098	54.3272		
		2696.068	2831.352	3205.419	3799.256	3229.934	3683.627	4177.37	4014.397	4813.743	4791.104	4925.19	4463.569		
		58.2004	54.433	54.4768	54.4586	54.3618	54.3876	54.3628	54.346	54.4054	54.3374	54.359	54.4768		
		2925.385	3024.242	3254.103	3056.997	3476.958	3589.64	4172.431	4140.823	4691.088	5170.172	5370.355	5161.767		
		58.3508	54.592	54.628	54.6186	54.522	54.5388	54.5828	54.5664	54.5558	54.4878	54.5098	54.6272		
		3176.885	3926.56	5591.564	6342.629	5127.451	5063.104	5661.538	5411.878	5635.989	5521.362	6050.543	5787.559		
		58.5114	54.742	54.787	54.7786	54.672	54.6982	54.7332	54.7266	54.7158	54.6482	54.6694	54.7876		
		4585.76	4779.046	5645.193	5258.563	9618.515	10476.141	10251.514	10893.155	9295.44	9636.32	9835.667	12029.512		
		58.6608	54.8924	54.9372	54.929	54.9	54.848	54.8944	54.8866	54.8758	54.7982	54.8914	54.9376		
		6208.29	7371.17	8303.759	9405.855	10545.401	10404.804	11457.762	11146.966	11167.771	12390.698	13500.185	13827.862		
		
	37.00	59.1312	55.2646	55.3076	55.289	55.2124	55.2894	55.2738	55.2762	55.2962	55.3086	55.1998	55.388		
		3263.417	3485.154	3687.672	3157.448	3015.178	3081.574	3244.676	3824.771	4221.73	3826.98	3949.377	4225.531		
		59.2834	55.423	55.5598	55.5196	55.3628	55.4606	55.4338	55.429	55.4462	55.459	55.3502	55.5384		
		3160.404	3532.234	3666.314	3141.423	3006.093	3281.737	3259.902	3916.328	4276.426	5005.657	4552.977	4372.559		
		59.4416	55.5828	55.718	55.6794	55.5228	55.6192	55.663	55.6374	55.5966	55.619	55.5106	55.6984		
		2855.406	2936.894	3138.27	3164.919	3420.8	3384.401	3441.788	3860.993	4308.699	4616.642	4374.155	4292.031		
		59.5918	55.7332	55.868	55.8308	55.673	55.769	55.8162	55.7974	55.7582	55.769	55.6706	55.8584		
		2692.891	2837.379	3205.746	3753.465	3144.273	3607.336	4164.505	3970.694	4786.8	4867.496	4933.491	4479.102		
		59.7422	55.8936	56.0184	55.9902	55.8246	55.9194	55.9742	55.9496	55.907	55.9198	55.821	56.0088		
		2950.081	3018.98	3338.723	3044.453	3535.843	3579.458	4153.035	4142.241	4673.617	5233.31	5404.869	5302.864		
		59.903	56.0434	56.1802	56.15	56.0332	56.0812	56.1246	56.108	56.0574	56.0794	56.021	56.1688		
		3206.649	3933.264	5682.892	6451.396	5227.562	5056.35	5672.38	5478.847	5755.406	5490.114	6255.179	5963.403		
		60.104	56.2538	56.3286	56.3002	56.1836	56.2818	56.2858	56.2678	56.2906	56.3002	56.1706	56.3812		
		4532.514	4850.792	5776.328	5411.34	9652.667	10429.497	10170.92	10857.19	9350.546	9745.148	9924.151	12130.967		
		60.2626	56.4138	56.5464	56.508	56.3438	56.4398	56.4448	56.418	56.449	56.4606	56.3218	56.5392		
		6243.299	7399.921	8238.524	9438.206	10555.933	10362.015	11354.725	11146.93	11128.315	12463.874	13582.465	14198.896		
		
	37.00	60.5628	56.7844	56.8302	56.7908	56.7342	56.7208	56.7954	56.7784	56.7378	56.7398	56.7114	56.8212		
		3250.962	3501.021	3621.912	3136.297	3053.365	3071.106	3186.396	3829.599	4191.501	3787.512	3984.314	4168.937		
		60.714	56.9442	57.0012	56.9512	56.8942	56.892	56.946	56.9288	56.8882	56.8902	56.8618	56.9696		
		3152.067	3539.825	3693.086	3144.705	3019.925	3316.655	3240.763	3924.128	4246.806	4958.238	4559.661	4386.655		
		60.8748	57.0946	57.1594	57.111	57.0946	57.0504	57.1174	57.089	57.0482	57.0502	57.0826	57.13		
		2818.799	2922.187	3111.558	3170.053	3470.876	3384.512	3412.725	3817.457	4285.897	4648.889	4471.427	4267.702		
		61.0232	57.3258	57.3096	57.2622	57.2556	57.2004	57.276	57.2488	57.2082	57.219	57.2538	57.28		
		2717.057	2848.469	3177.773	3733.54	3178.769	3613.962	4142.225	4006.568	4753.35	4851.194	4973.043	4539.817		
		61.2336	57.4748	57.46	57.4232	57.4146	57.4118	57.4258	57.4	57.4186	57.431	57.4122	57.5104		
		2953.396	2999.775	3293.527	3024.729	3538.888	3585.775	4195.004	4042.967	4681.509	5310.087	5449.171	5467.606		
		61.3944	57.6252	57.68	57.6314	57.5652	57.5708	57.576	57.5594	57.5786	57.591	57.5722	57.6704		
		3205.191	3933.778	5689.039	6535.488	5390.731	5151.806	5784.499	5523.013	5803.154	5603.181	6344.53	6096.167		
		61.544	57.7854	57.8302	57.7818	57.7252	57.721	57.786	57.7894	57.7286	57.7414	57.7226	57.8204		
		4565.475	4915.698	5845.686	5520.469	9543.198	10434.947	10173.745	10840.397	9409.1	9912.607	10004.641	12247.101		
		61.7042	57.9352	57.9904	57.9428	57.8852	57.8712	57.9362	57.9398	57.8806	57.9022	57.8826	57.9708		
		6168.687	7388.866	8256.895	9423.257	10483.251	10311.981	11325.188	11175.274	11074.874	12499.172	13523.218	14236.158		
		
	37.00	62.0844	58.3758	58.3416	58.3324	58.2558	58.2706	58.3166	58.2898	58.2694	58.2618	58.233	58.3412		
		3262.496	3482.102	3628.577	3099.538	3002.872	3058.533	3210.794	3800.695	4203.195	3788.109	3935.973	4105.651		
		62.3262	58.5262	58.5026	58.4922	58.4056	58.4816	58.468	58.4502	58.4898	58.4918	58.393	58.5712		
		3111.013	3515.165	3710.341	3160.662	3026.314	3278.314	3256.763	3920.228	4272.671	4906.419	4543.842	4396.427		
		62.4748	58.6862	58.7412	58.7036	58.556	58.6318	58.639	58.6102	58.6398	58.6606	58.5442	58.7212		
		2851.868	2883.292	3132.777	3158.608	3406.193	3384.648	3370.783	3788.307	4306.534	4606.862	4441.582	4320.176		
		62.635	58.848	58.9014	58.8646	58.7172	58.7822	58.8472	58.8516	58.7902	58.8142	58.715	58.8728		
		2753.692	2848.966	3227.199	3712.618	3208.517	3604.158	4130.712	4001.139	4747.46	4829.861	5034.733	4649.107		
		62.795	58.9966	59.062	59.0128	58.8662	58.943	58.9976	59.0106	58.9502	58.9722	58.8634	59.0316		
		2893.984	3022.934	3279.313	3057.811	3553.079	3572.197	4162.449	4065.417	4683.106	5363.121	5500.148	5557.48		
		62.947	59.1568	59.2116	59.1632	59.0166	59.0922	59.1582	59.1608	59.0998	59.1226	59.0138	59.1816		
		3248.396	4047.743	5863.072	6712.452	5429.976	5249.181	5810.18	5576.086	5852.232	5698.846	6381.009	6179.93		
		63.1054	59.3688	59.3718	59.3234	59.2364	59.2428	59.3076	59.3112	59.2506	59.2838	59.2142	59.332		
		4626.564	4936.88	5951.436	5556.375	9594.666	10369.071	10071.552	10754.226	9388.246	9833.553	10036.689	12420.427		
		63.318	59.528	59.5318	59.4852	59.3874	59.4764	59.458	59.471	59.4854	59.4854	59.3738	59.566		
		6246.242	7316.084	8247.811	9376.293	10431.511	10246.437	11280.824	11075.41	11039.955	12329.356	13590.542	14439.566		
		
	37.00	63.6068	59.8072	59.864	59.8536	59.777	59.765	59.8492	59.8396	59.791	59.7734	59.7646	59.8528		
		3241.45	3524.508	3597.289	3058.792	3016.802	3040.051	3163.867	3811.661	4142.336	3777.7	3929.945	4117.813		
		63.7776	59.9576	60.0122	60.0038	59.9274	59.923	60.0286	60.0016	59.951	59.9334	59.9146	60.0128		
		3101.092	3477.918	3709.16	3176.316	2945.432	3237.162	3230.048	3838.655	4201.778	4880.945	4545.224	4358.156		
		63.9264	60.1176	60.1626	60.1552	60.0876	60.0732	60.1884	60.1518	60.1022	60.0838	60.0658	60.1628		
		2806.362	2943.845	3141.677	3187.41	3387.187	3374.912	3495.466	3822.557	4328.511	4596.645	4497.244	4332.136		
		64.0864	60.2776	60.3228	60.3158	60.3196	60.2236	60.3388	60.303	60.2734	60.2438	60.285	60.314		
		2755.714	2830.509	3196.708	3720.369	3158.626	3628.492	4097.849	3924.684	4839.535	4786.644	5094.936	4631.424		
		64.2364	60.498	60.4836	60.4642	60.478	60.3854	60.4992	60.462	60.4314	60.3934	60.4354	60.4728		
		2943.617	3030.352	3370.024	3029.14	3550.015	3586.46	4145.275	4020.309	4681.029	5331.765	5597.189	5641.19		
		64.4468	60.658	60.633	60.6146	60.6378	60.604	60.659	60.6122	60.6218	60.615	60.5854	60.6936		
		3269.224	3954.178	5909.026	6741.937	5513.668	5329.57	5837.225	5593.343	5863.768	5667.907	6508.802	6348.89		
		64.6068	60.8082	60.863	60.8356	60.788	60.7642	60.8094	60.7626	60.7822	60.7742	60.7462	60.8536		
		4656.931	5032.828	5973.537	5629.283	9562.877	10415.409	9966.481	10666.344	9398.537	9961.939	10098.526	12719.4		
		64.757	60.9594	61.0132	60.9848	60.9402	60.914	60.9796	60.9736	60.9422	60.9242	60.8954	61.0044		
		6086.237	7295.471	8183.945	9301.594	10405.391	10210.692	11236.357	10888.311	11056.693	12427.177	13761.748	14485.799		
		
	37.00	65.146	61.339	61.3952	61.3652	61.3094	61.2946	61.3498	61.333	61.3126	61.3046	61.3658	61.394		
		3246.716	3446.34	3615.583	3178.726	3025.056	3051.827	3135.273	3739.521	4112.317	3694.549	3943.821	4078.073		
		65.2976	61.5588	61.544	61.5156	61.469	61.4446	61.5288	61.483	61.4622	61.4734	61.5174	61.544		
		3148.135	3552.799	3694.84	3173.467	2998.737	3269.546	3276.226	3855.936	4265.88	4928.381	4559.26	4379.582		
		65.5176	61.7276	61.7042	61.695	61.6478	61.665	61.682	61.6334	61.7046	61.675	61.6778	61.7548		
		2825.883	2878.678	3138.46	3189.467	3403.566	3422.504	3438.134	3807.072	4326.259	4587.993	4496.562	4423.674		
		65.6678	61.8812	61.925	61.9058	61.8012	61.8258	61.8404	61.7944	61.863	61.8254	61.8266	61.916		
		2724.846	2850.142	3197.683	3705.009	3188.427	3552.983	4130.013	3923.286	4780.641	4878.909	5094.882	4734.654		
		65.8196	62.0394	62.0746	62.0562	61.9594	61.9756	62.0504	62.0438	62.0134	61.9754	61.977	62.0648		
		2946.219	3000.229	3312.418	2984.11	3585.53	3595.133	4161.203	4039.213	4779.606	5352.039	5670.303	5871.165		
		65.9782	62.1894	62.2346	62.216	62.1194	62.1356	62.2016	62.204	62.1734	62.1366	62.137	62.2248		
		3342.752	4039.303	5921.872	6782.56	5502.516	5387.58	5930.126	5642.466	5889.409	5680.695	6594.155	6472.289		
		66.1282	62.34	62.3846	62.3674	62.2698	62.2954	62.3608	62.364	62.3342	62.2854	62.3402	62.3848		
		4702.688	4968.281	6020.752	5738.274	9498.264	10482.406	9951.5	10538.329	9536.119	9895.689	10157.907	12820.667		
		66.2786	62.5458	62.5352	62.5266	62.45	62.446	62.5208	62.5152	62.4838	62.4358	62.4974	62.5372		
		6161.918	7378.228	8240.206	9304.966	10374.08	10111.049	11031.312	10926.063	11008.966	12364.438	13646.557	14689.133		
		
	37.00	66.6508	62.8604	62.9854	62.967	62.8102	62.806	62.8716	62.8544	62.8338	62.8174	62.7974	62.9056		
		3249.022	3403.559	3552.5	3088.711	3021.082	3042.648	3174.181	3757.281	4126.969	3706.905	3927.827	4052.255		
		66.8092	63.0204	63.1456	63.127	62.9702	62.9564	63.1334	63.0344	62.9842	62.9882	62.9482	63.056		
		3172.621	3422.069	3677.217	3198.835	3009.896	3286.937	3207.258	3875.115	4248.393	4891.369	4534.117	4379.292		
		66.9692	63.1716	63.2954	63.277	63.1212	63.1166	63.2918	63.196	63.1454	63.1462	63.1094	63.2168		
		2834.021	2911.035	3129.237	3153.532	3375.412	3407.853	3403.597	3783.82	4258.254	4638.964	4555.042	4434.374		
		67.1192	63.3426	63.4468	63.4274	63.2926	63.2672	63.4518	63.367	63.3158	63.2966	63.2578	63.388		
		2733.021	2863.727	3192.345	3679.649	3168.106	3643.693	4138.762	3990.325	4713.166	4848.662	5139.404	4818.213		
		67.2714	63.5008	63.606	63.5874	63.5108	63.4168	63.6022	63.5254	63.4646	63.447	63.4682	63.5464		
		2962.083	2991.777	3324.972	3029.68	3577.458	3628.24	4201.368	4082.201	4781.489	5415.093	5670.09	5961.397		
		67.4296	63.6812	63.766	63.7376	63.6612	63.577	63.764	63.6852	63.625	63.6086	63.6282	63.7064		
		3348.962	4044.316	6003.717	6793.139	5622.54	5427.885	6041.345	5687.505	5950.754	5779.139	6696.262	6524.693		
		67.66	63.8414	63.9748	63.9568	63.8222	63.787	63.9222	63.8354	63.825	63.807	63.7794	63.8864		
