,Plate Read,Concentration,Compound,Avg Fluorescence,Standard Deviation,Avg Time
458,20,10^-06,Compound C,8755.0655,384.9792336516287,30.56355
459,20,10^-07,Compound A,3727.2362500000004,404.6579999706471,30.428
460,20,10^-07,Compound B,7450.8115,379.290865491999,30.401200000000003
461,20,10^-07,Compound C,5189.279500000001,141.23199272471268,30.40715
462,20,10^-08,Compound A,3935.4465,530.3541993777994,30.2703
463,20,10^-08,Compound B,4212.954250000001,259.18316981157375,30.238400000000002
464,20,10^-08,Compound C,4558.675,312.52606364696095,30.24115
465,20,10^-09,Compound A,3686.87875,216.47265605672507,30.11755
466,20,10^-09,Compound B,4070.517,303.379512905315,30.08275
467,20,10^-09,Compound C,4416.359,266.97727372194174,30.08855
468,20,10^-10,Compound A,3659.0152499999995,506.71592515490244,29.965049999999998
469,20,10^-10,Compound B,4068.6582500000004,456.66775313887814,29.900150000000004
470,20,10^-10,Compound C,4615.9664999999995,165.49651244364136,29.93305
471,20,10^-11,Compound A,3709.4702500000003,245.93160668143662,29.7803
472,20,10^-11,Compound B,3863.4522500000003,121.20483258619693,29.74745
473,20,10^-11,Compound C,4342.4445,178.7606432458458,29.775550000000003
474,20,10^-12,Compound A,4081.1002500000004,478.18164985799797,29.612000000000002
475,20,10^-12,Compound B,3641.9065,305.31253589122656,29.5727
476,20,10^-12,Compound C,4703.4135,275.41542014504444,29.57055
477,20,Control,Compound A,4182.0732499999995,322.7915761389292,29.4395
478,20,Control,Compound B,3610.0080000000003,266.22065997713827,29.412350000000004
479,20,Control,Compound C,4445.259,143.750554656327,29.41275
480,21,10^-06,Compound A,7005.050499999999,728.1694228362506,32.11745
481,21,10^-06,Compound B,9847.6255,344.84195752593365,32.08855
482,21,10^-06,Compound C,9589.453249999999,439.50296546094165,32.055049999999994
483,21,10^-07,Compound A,3726.5200000000004,355.73207931718485,31.95025
484,21,10^-07,Compound B,8386.68325,402.054781019854,31.899849999999997
485,21,10^-07,Compound C,5595.82725,122.78844835289551,31.90495
486,21,10^-08,Compound A,3904.8452500000003,511.8381902088267,31.77175
487,21,10^-08,Compound B,4243.17375,296.43424596176084,31.726950000000002
488,21,10^-08,Compound C,4601.8675,315.7991465773781,31.70785
489,21,10^-09,Compound A,3612.56025,137.86353983165924,31.6017
490,21,10^-09,Compound B,4062.6245,371.5192384866095,31.57445
491,21,10^-09,Compound C,4451.54525,223.38337121993754,31.55245
492,21,10^-10,Compound A,3551.0785,501.0696765637159,31.451749999999997
493,21,10^-10,Compound B,4067.3855,473.5975798238431,31.41185
494,21,10^-10,Compound C,4637.2605,156.14949854652517,31.382250000000003
495,21,10^-11,Compound A,3629.6942500000005,213.18287471616196,31.296349999999997
496,21,10^-11,Compound B,3816.501,203.82231241777853,31.25645
497,21,10^-11,Compound C,4373.6632500000005,180.88975153642377,31.22195
498,21,10^-12,Compound A,3969.37475,433.0714293142088,31.138650000000002
499,21,10^-12,Compound B,3635.5445,338.3232308197769,31.1017
500,21,10^-12,Compound C,4718.5995,303.2325545347386,31.06955
501,21,Control,Compound A,4058.6242500000003,304.4737001268217,30.986649999999997
502,21,Control,Compound B,3640.2065000000002,344.6803007372657,30.90915
503,21,Control,Compound C,4426.61275,155.33043138498817,30.912150000000004
504,22,10^-06,Compound A,7278.0154999999995,833.7660786245735,33.62115
505,22,10^-06,Compound B,10202.738749999999,419.25018468644987,33.58735
506,22,10^-06,Compound C,10217.81325,472.6119802307341,33.59625
507,22,10^-07,Compound A,3715.7005000000004,365.00952899935163,33.463800000000006
508,22,10^-07,Compound B,9021.103,421.7135762773945,33.4186
509,22,10^-07,Compound C,6045.5635,164.23618969540624,33.42895
510,22,10^-08,Compound A,3879.9567500000003,495.84200904009424,33.3107
511,22,10^-08,Compound B,4243.95525,290.565344465312,33.2662
512,22,10^-08,Compound C,4649.306500000001,280.5087677221374,33.27875
513,22,10^-09,Compound A,3511.2805,137.1619761729407,33.15285
514,22,10^-09,Compound B,4037.66975,400.2679060998804,33.086650000000006
515,22,10^-09,Compound C,4475.2105,248.17762955122473,33.11895
516,22,10^-10,Compound A,3493.6235,518.9748860683596,32.98115000000001
517,22,10^-10,Compound B,4059.761,497.5825234919981,32.92585
518,22,10^-10,Compound C,4643.59,137.09405601752232,32.96355
519,22,10^-11,Compound A,3502.4887499999995,212.35879326175288,32.8032
520,22,10^-11,Compound B,3787.40375,199.20471465200507,32.751
521,22,10^-11,Compound C,4435.798250000001,166.81702661372503,32.76065
522,22,10^-12,Compound A,3876.9407499999998,384.52749928570574,32.6279
523,22,10^-12,Compound B,3603.8765000000003,363.87177053324785,32.59805
524,22,10^-12,Compound C,4761.15975,343.5497677235754,32.60295
525,22,Control,Compound A,3965.091,318.7565785433626,32.47494999999999
526,22,Control,Compound B,3669.4972500000003,364.0725701261282,32.4285
527,22,Control,Compound C,4520.98775,137.79750391876854,32.43575
528,23,10^-06,Compound A,7492.30825,963.4315222956552,35.20185000000001
529,23,10^-06,Compound B,10380.4095,506.6294961702044,35.113150000000005
530,23,10^-06,Compound C,10699.7345,555.2315749790071,35.15335
531,23,10^-07,Compound A,3748.603,340.89084517677105,35.019999999999996
532,23,10^-07,Compound B,9484.8985,471.23726221266367,34.95715
533,23,10^-07,Compound C,6540.5685,281.17924038176307,34.99175
534,23,10^-08,Compound A,3888.3015,516.5037477944065,34.839800000000004
535,23,10^-08,Compound B,4279.7095,336.7964008581478,34.7855
536,23,10^-08,Compound C,4687.1365000000005,324.4157851733778,34.80025
537,23,10^-09,Compound A,3437.33175,112.60031406521324,34.68955
538,23,10^-09,Compound B,4045.6059999999998,430.38311486783306,34.6228
539,23,10^-09,Compound C,4498.5107499999995,256.8426455301473,34.63815
540,23,10^-10,Compound A,3391.4105,472.9171994563802,34.5323
541,23,10^-10,Compound B,4042.669,514.5550819151122,34.46495
542,23,10^-10,Compound C,4666.60975,175.32665504400805,34.47845
543,23,10^-11,Compound A,3477.1364999999996,178.83836767409764,34.375299999999996
544,23,10^-11,Compound B,3791.5512499999995,190.54665228124378,34.3121
545,23,10^-11,Compound C,4451.223,217.08845203587913,34.32705
546,23,10^-12,Compound A,3807.0405,380.9675492090227,34.2165
547,23,10^-12,Compound B,3573.35925,376.6567938556024,34.124750000000006
548,23,10^-12,Compound C,4781.65025,315.1196275568828,34.17215
549,23,Control,Compound A,3874.29725,269.2991003232566,34.0215
550,23,Control,Compound B,3632.2407500000004,358.27988120776376,33.9701
551,23,Control,Compound C,4531.8965,150.9417614722084,34.01235
552,24,10^-06,Compound A,7632.1005000000005,1012.168612630154,36.6619
553,24,10^-06,Compound B,10622.78425,496.625876310905,36.6168
554,24,10^-06,Compound C,11080.7415,585.0375036351599,36.60985
555,24,10^-07,Compound A,3811.1365,356.90301807400374,36.51195
556,24,10^-07,Compound B,9850.81075,502.05216668612115,36.459199999999996
557,24,10^-07,Compound C,7015.359,403.1566626114431,36.45455
558,24,10^-08,Compound A,3924.5294999999996,527.7062209743241,36.354099999999995
559,24,10^-08,Compound B,4303.939249999999,288.9221816445706,36.274
560,24,10^-08,Compound C,4711.28325,269.6266311777126,36.296949999999995
561,24,10^-09,Compound A,3381.2704999999996,135.29978522895493,36.179100000000005
562,24,10^-09,Compound B,4002.9842500000004,403.5956864341431,36.1195
563,24,10^-09,Compound C,4532.869,274.49133258083145,36.14655
564,24,10^-10,Compound A,3356.7524999999996,475.83394995489016,36.01075
565,24,10^-10,Compound B,3996.494,489.2176965741655,35.949299999999994
566,24,10^-10,Compound C,4694.2257500000005,193.5356274339237,35.95445
567,24,10^-11,Compound A,3378.9075,190.5284963209836,35.8339
568,24,10^-11,Compound B,3724.48775,207.8495681326241,35.79115
569,24,10^-11,Compound C,4449.043000000001,206.56534881725352,35.789049999999996
570,24,10^-12,Compound A,3763.74725,339.5903030696233,35.6733
571,24,10^-12,Compound B,3572.777,389.62077503216426,35.626149999999996
572,24,10^-12,Compound C,4774.9580000000005,361.30188914258,35.62835
573,24,Control,Compound A,3796.44,293.3763227812789,35.51815
574,24,Control,Compound B,3615.559,373.1361788364474,35.46895
575,24,Control,Compound C,4539.8237500000005,183.84624014532986,35.46855
576,25,10^-06,Compound A,7732.814249999999,1152.961052938445,38.225699999999996
577,25,10^-06,Compound B,10769.104,522.9421232928398,38.14835
578,25,10^-06,Compound C,11402.3215,537.6728789251692,38.18175
579,25,10^-07,Compound A,3891.4379999999996,325.1944095593729,38.0604
580,25,10^-07,Compound B,10075.632,499.3784473249274,37.980850000000004
581,25,10^-07,Compound C,7494.13125,496.0410285875977,37.98385
582,25,10^-08,Compound A,3987.4905,563.430554750983,37.900400000000005
583,25,10^-08,Compound B,4382.389499999999,325.1474977396205,37.813
584,25,10^-08,Compound C,4757.66575,286.3044299463605,37.82095
585,25,10^-09,Compound A,3314.6805,108.76519920298153,37.74295
586,25,10^-09,Compound B,3968.14525,415.151849045923,37.65805
587,25,10^-09,Compound C,4548.626249999999,240.26080050975642,37.665549999999996
588,25,10^-10,Compound A,3331.6180000000004,478.9358253217908,37.59
589,25,10^-10,Compound B,3944.97975,474.1452694596032,37.5056
590,25,10^-10,Compound C,4676.0175,147.59787661189483,37.51675
591,25,10^-11,Compound A,3336.0299999999997,160.03095882360788,37.4374
592,25,10^-11,Compound B,3732.7885000000006,246.16051254211567,37.3126
593,25,10^-11,Compound C,4439.282,231.51123244600277,37.34855
594,25,10^-12,Compound A,3712.7222500000003,342.55768155876353,37.245400000000004
595,25,10^-12,Compound B,3533.61275,419.20743610482936,37.15989999999999
596,25,10^-12,Compound C,4748.0405,358.7946246759189,37.19515
597,25,Control,Compound A,3714.2975,272.1285995707409,37.0691
598,25,Control,Compound B,3585.3949999999995,396.8937459052112,36.990700000000004
599,25,Control,Compound C,4468.47425,207.7104676344359,36.99745
600,26,10^-06,Compound A,7815.615,1201.1755328740815,39.6997
601,26,10^-06,Compound B,10873.534749999999,550.0779122181391,39.6956
602,26,10^-06,Compound C,11593.5795,621.4324661513822,39.64335
603,26,10^-07,Compound A,3989.9305000000004,370.1180481994874,39.5445
604,26,10^-07,Compound B,10207.826000000001,497.201062356047,39.5384
605,26,10^-07,Compound C,7921.9895,524.6725664415407,39.49035000000001
606,26,10^-08,Compound A,4046.2344999999996,638.9923307763597,39.361850000000004
607,26,10^-08,Compound B,4431.34025,344.47529230833914,39.3521
608,26,10^-08,Compound C,4832.031000000001,299.2754796003004,39.33985
609,26,10^-09,Compound A,3284.3247499999998,143.03385559924726,39.19175
610,26,10^-09,Compound B,3968.3014999999996,430.285749946479,39.1869
611,26,10^-09,Compound C,4574.86725,240.2418529681675,39.14985
612,26,10^-10,Compound A,3293.5215000000003,461.343031120735,39.0269
613,26,10^-10,Compound B,3947.43375,510.3178384734861,39.03489999999999
614,26,10^-10,Compound C,4700.013,146.01267435854197,38.99705
615,26,10^-11,Compound A,3274.6274999999996,190.7130540935011,38.872350000000004
616,26,10^-11,Compound B,3703.63325,221.43426405350388,38.8616
617,26,10^-11,Compound C,4427.948,235.96011257836818,38.82745
618,26,10^-12,Compound A,3619.961,325.71851760991444,38.714150000000004
619,26,10^-12,Compound B,3528.7697500000004,418.81744596133984,38.706900000000005
620,26,10^-12,Compound C,4754.841,367.2208238911899,38.66445
621,26,Control,Compound A,3667.52925,269.18883528280713,38.56095
622,26,Control,Compound B,3544.895,372.3385996025681,38.551
623,26,Control,Compound C,4484.20925,215.9163467122928,38.51385
624,27,10^-06,Compound A,7825.96975,1198.0353320809215,41.2538
625,27,10^-06,Compound B,10851.60575,496.8628636605008,41.171850000000006
626,27,10^-06,Compound C,11881.297999999999,737.8542365232823,41.20505
627,27,10^-07,Compound A,4106.678750000001,370.04820993249496,41.0764
628,27,10^-07,Compound B,10328.97575,575.4878476153516,41.0013
629,27,10^-07,Compound C,8289.67725,671.7291515029797,41.04345
630,27,10^-08,Compound A,4136.036,757.5170408657464,40.92085
631,27,10^-08,Compound B,4459.253000000001,391.7041335693658,40.84875
632,27,10^-08,Compound C,4918.9802500000005,297.7393017774296,40.88405
633,27,10^-09,Compound A,3235.33175,111.39762073275118,40.7706
634,27,10^-09,Compound B,3910.1079999999997,402.089375386455,40.693650000000005
635,27,10^-09,Compound C,4541.68425,225.6341620224677,40.73115
636,27,10^-10,Compound A,3281.74725,487.8443415157314,40.61335
637,27,10^-10,Compound B,3937.17825,492.80201800409924,40.508649999999996
638,27,10^-10,Compound C,4667.96875,146.47484024539673,40.57205
639,27,10^-11,Compound A,3227.54875,184.83337600908732,40.423
640,27,10^-11,Compound B,3664.28525,261.01996254102386,40.34870000000001
641,27,10^-11,Compound C,4423.97025,171.75262944784268,40.40865
642,27,10^-12,Compound A,3615.14325,306.3033289288808,40.262499999999996
643,27,10^-12,Compound B,3525.1935000000003,411.24614094277933,40.18065
644,27,10^-12,Compound C,4714.7355,377.6744347163654,40.21105
645,27,Control,Compound A,3604.761,238.78196708154306,40.085100000000004
646,27,Control,Compound B,3502.56025,378.9470797137551,40.027300000000004
647,27,Control,Compound C,4464.5,223.80307599464462,40.053250000000006
648,28,10^-06,Compound A,7862.87025,1232.4821368218356,42.74535
649,28,10^-06,Compound B,10917.885750000001,452.2615910232507,42.72765
650,28,10^-06,Compound C,11991.064,697.541870435505,42.69055
651,28,10^-07,Compound A,4222.9177500000005,360.59935484908885,42.572900000000004
652,28,10^-07,Compound B,10419.76125,543.3394513386053,42.54325
653,28,10^-07,Compound C,8605.302749999999,709.4043748908472,42.53575
654,28,10^-08,Compound A,4213.31725,873.2225350742972,42.40535
655,28,10^-08,Compound B,4572.237,388.8598638112813,42.3755
656,28,10^-08,Compound C,5008.04375,312.0935684976387,42.34335
657,28,10^-09,Compound A,3206.8977499999996,123.79664208526155,42.24215
658,28,10^-09,Compound B,3918.99075,403.5641164081028,42.2203
659,28,10^-09,Compound C,4609.1537499999995,257.0539256931242,42.19245
660,28,10^-10,Compound A,3263.191,482.0962942933031,42.0896
661,28,10^-10,Compound B,3901.9002499999997,507.4158404513193,42.0428
662,28,10^-10,Compound C,4701.438,167.33316263868852,42.028549999999996
663,28,10^-11,Compound A,3212.81725,179.31202437906126,41.93285
664,28,10^-11,Compound B,3639.3315,261.2907826802726,41.89020000000001
665,28,10^-11,Compound C,4400.092,203.6249512723738,41.86825
666,28,10^-12,Compound A,3567.1180000000004,313.4528850199474,41.77005
667,28,10^-12,Compound B,3466.4277500000003,423.3486599469906,41.7374
668,28,10^-12,Compound C,4686.437,365.33904379082264,41.71275
669,28,Control,Compound A,3574.21125,238.32077609862608,41.6125
670,28,Control,Compound B,3468.359,371.53588034625596,41.55245
671,28,Control,Compound C,4403.1755,188.84323508931377,41.55235
672,29,10^-06,Compound A,7903.28225,1273.1042644084187,44.27725
673,29,10^-06,Compound B,10937.52675,497.15350840315733,44.228249999999996
674,29,10^-06,Compound C,12125.48625,778.2789957105891,44.236850000000004
675,29,10^-07,Compound A,4358.5575,357.33634702756234,44.124
676,29,10^-07,Compound B,10404.050500000001,577.5996805853438,44.06175
677,29,10^-07,Compound C,8915.418,708.854573904033,44.06735
678,29,10^-08,Compound A,4304.351,983.2355695345872,43.97435
679,29,10^-08,Compound B,4648.561,345.64027880635683,43.90685
680,29,10^-08,Compound C,5118.97075,218.05594675276947,43.91205
681,29,10^-09,Compound A,3147.4185,119.64277628701569,43.81655
682,29,10^-09,Compound B,3910.5012500000003,382.52718347447353,43.7416
683,29,10^-09,Compound C,4647.9265,254.75052528897305,43.75675
684,29,10^-10,Compound A,3224.5327500000003,470.432267455774,43.63395
685,29,10^-10,Compound B,3843.3815000000004,469.29773953890657,43.586749999999995
686,29,10^-10,Compound C,4631.197,204.8506399257694,43.606550000000006
687,29,10^-11,Compound A,3174.0375000000004,202.83241722580794,43.4617
688,29,10^-11,Compound B,3633.00225,222.823810774905,43.41375
689,29,10^-11,Compound C,4391.816999999999,199.53148813326823,43.40645
690,29,10^-12,Compound A,3551.2397499999997,313.98016745475906,43.288599999999995
691,29,10^-12,Compound B,3487.8115000000003,399.4459611349196,43.256150000000005
692,29,10^-12,Compound C,4693.09,356.7344160212138,43.24865
693,29,Control,Compound A,3532.3019999999997,247.1641075372155,43.13305
694,29,Control,Compound B,3465.4832499999998,397.24400777723133,43.071
695,29,Control,Compound C,4370.264,226.46505410327603,43.07855
696,30,10^-06,Compound A,7888.22725,1292.4893801127535,45.8485
697,30,10^-06,Compound B,10948.32975,507.08544665592746,45.753699999999995
698,30,10^-06,Compound C,12351.13375,846.4879971062059,45.79375
699,30,10^-07,Compound A,4483.0365,376.693056743811,45.663
700,30,10^-07,Compound B,10462.425749999999,480.65158525930735,45.5988
701,30,10^-07,Compound C,9162.9845,866.7904950096068,45.63435
702,30,10^-08,Compound A,4366.34475,1077.929057507145,45.491099999999996
703,30,10^-08,Compound B,4740.9535000000005,354.68612164794615,45.4259
704,30,10^-08,Compound C,5227.58875,239.70910835063466,45.44605
705,30,10^-09,Compound A,3157.063,117.27578910983142,45.33525
706,30,10^-09,Compound B,3910.22525,401.57060515296536,45.25305
707,30,10^-09,Compound C,4722.478499999999,282.28920121690516,45.268550000000005
708,30,10^-10,Compound A,3181.59175,488.2745395269454,45.1759
709,30,10^-10,Compound B,3835.0395,484.4763834509063,45.10045
710,30,10^-10,Compound C,4651.94125,187.93770382652545,45.115649999999995
711,30,10^-11,Compound A,3129.64925,187.65480264637696,45.0201
712,30,10^-11,Compound B,3635.51175,223.40475650766183,44.947649999999996
713,30,10^-11,Compound C,4380.00975,205.8841319939901,44.96605
714,30,10^-12,Compound A,3531.8064999999997,308.9749264740865,44.865300000000005
715,30,10^-12,Compound B,3443.817,412.46642555324064,44.762950000000004
716,30,10^-12,Compound C,4680.84,347.05627977893454,44.80585
717,30,Control,Compound A,3509.02325,243.0766035380209,44.6627
718,30,Control,Compound B,3424.2927499999996,387.6204308524703,44.60735
719,30,Control,Compound C,4333.47675,251.65577781350032,44.65245
720,31,10^-06,Compound A,7898.712249999999,1329.4346113265372,47.312400000000004
721,31,10^-06,Compound B,11002.896,519.139419058745,47.252950000000006
722,31,10^-06,Compound C,12393.231499999998,877.1897184063038,47.25775
723,31,10^-07,Compound A,4571.39875,384.4251919289079,47.1548
724,31,10^-07,Compound B,10421.008,568.2596411236608,47.0973
725,31,10^-07,Compound C,9370.258249999999,866.2177739719606,47.09775
726,31,10^-08,Compound A,4470.1505,1193.2176773370697,46.9972
727,31,10^-08,Compound B,4825.4794999999995,319.31168310237683,46.9171
728,31,10^-08,Compound C,5314.4835,191.08885756195332,46.94525
729,31,10^-09,Compound A,3120.573,115.33422331930515,46.81175
730,31,10^-09,Compound B,3869.8912499999997,410.74583486821354,46.762100000000004
731,31,10^-09,Compound C,4737.536,259.92279883970485,46.79235
732,31,10^-10,Compound A,3181.30175,450.4158006408242,46.63665
733,31,10^-10,Compound B,3812.6577500000003,495.622196957436,46.59725
734,31,10^-10,Compound C,4649.66075,165.85303572214949,46.607150000000004
735,31,10^-11,Compound A,3123.3445,168.95773962443425,46.4666
736,31,10^-11,Compound B,3591.00975,244.46151332588894,46.4396
737,31,10^-11,Compound C,4390.828,234.8207382082331,46.45525000000001
738,31,10^-12,Compound A,3483.353,279.0497814512654,46.317099999999996
739,31,10^-12,Compound B,3430.4972500000003,388.401944161263,46.2672
740,31,10^-12,Compound C,4635.856,366.1502127752195,46.27475
741,31,Control,Compound A,3482.652,237.29716953221129,46.1589
742,31,Control,Compound B,3397.1690000000003,415.1218108322721,46.109100000000005
743,31,Control,Compound C,4299.5205,211.77857633308994,46.10985
744,32,10^-06,Compound A,7895.971749999999,1275.5324292718985,48.87655
745,32,10^-06,Compound B,10916.76025,449.9748444786584,48.79965
746,32,10^-06,Compound C,12542.80875,990.7758842675901,48.84035
747,32,10^-07,Compound A,4689.175749999999,409.99534622105364,48.7066
748,32,10^-07,Compound B,10458.08425,563.9228480335421,48.6291
749,32,10^-07,Compound C,9571.42975,989.5040810885716,48.63405
750,32,10^-08,Compound A,4521.2035,1247.7453864215784,48.54105
751,32,10^-08,Compound B,4938.49725,377.3285260683453,48.4664
752,32,10^-08,Compound C,5397.708,190.75320759383885,48.46525
753,32,10^-09,Compound A,3115.2975,152.00894766317512,48.3863
754,32,10^-09,Compound B,3867.9122500000003,365.48070171613136,48.313550000000006
755,32,10^-09,Compound C,4856.523499999999,253.16516969693046,48.31355
756,32,10^-10,Compound A,3144.73875,463.9197536782796,48.2331
757,32,10^-10,Compound B,3825.9387500000003,474.54858644988263,48.156400000000005
758,32,10^-10,Compound C,4646.95025,199.70752406186807,48.161249999999995
759,32,10^-11,Compound A,3104.9519999999998,199.3582417375001,48.07605
760,32,10^-11,Compound B,3582.8012499999995,234.08662717660835,47.9614
761,32,10^-11,Compound C,4416.2787499999995,227.93377276946026,48.00345
762,32,10^-12,Compound A,3452.8675,289.9388329774677,47.88595
763,32,10^-12,Compound B,3398.38,442.8266135144391,47.80615
764,32,10^-12,Compound C,4635.303250000001,393.6101156655464,47.85175
765,32,Control,Compound A,3442.84675,227.60254304872345,47.7126
766,32,Control,Compound B,3388.3867499999997,397.7321735551691,47.6375
767,32,Control,Compound C,4237.936750000001,203.22133400041605,47.635949999999994
768,33,10^-06,Compound A,7888.151,1366.7393832083294,50.33285
769,33,10^-06,Compound B,10913.59325,390.8212473295725,50.3155
770,33,10^-06,Compound C,12521.936,1077.6165975024176,50.298249999999996
771,33,10^-07,Compound A,4812.92725,466.3194179582519,50.1786
772,33,10^-07,Compound B,10416.270250000001,542.9675115463806,50.14920000000001
773,33,10^-07,Compound C,9776.0665,1053.3523310932828,50.148050000000005
774,33,10^-08,Compound A,4611.46,1321.53445579372,50.00295
775,33,10^-08,Compound B,5043.03875,326.6396005093681,49.97815
776,33,10^-08,Compound C,5515.451249999999,210.77933727224394,49.99315000000001
777,33,10^-09,Compound A,3086.0302500000003,157.0786893213594,49.835300000000004
778,33,10^-09,Compound B,3852.5647499999995,366.5437530349183,49.8127
779,33,10^-09,Compound C,4904.18225,290.392438738077,49.80335
780,33,10^-10,Compound A,3139.34275,473.9107103420605,49.675000000000004
781,33,10^-10,Compound B,3802.9287500000005,458.5643370290713,49.6579
782,33,10^-10,Compound C,4685.983749999999,185.95427910534727,49.65254999999999
783,33,10^-11,Compound A,3088.75425,211.31280346187253,49.52265
784,33,10^-11,Compound B,3568.2964999999995,219.38266854290356,49.49035
785,33,10^-11,Compound C,4341.6805,211.32592216840814,49.48015
786,33,10^-12,Compound A,3443.58125,268.48227749750504,49.36495
787,33,10^-12,Compound B,3402.21275,398.8686035570888,49.33755
788,33,10^-12,Compound C,4610.57,316.51088790435017,49.32325
789,33,Control,Compound A,3467.173,255.39547334673767,49.21175
790,33,Control,Compound B,3345.7850000000003,383.1917214493701,49.1747
791,33,Control,Compound C,4191.924999999999,210.08436280537396,49.16245
792,34,10^-06,Compound A,7867.1985,1392.680603115807,51.9097
793,34,10^-06,Compound B,10921.40175,509.2934248402896,51.8395
794,34,10^-06,Compound C,12664.24775,1029.503337965568,51.84235
795,34,10^-07,Compound A,4892.33475,444.04746906636825,51.7321
796,34,10^-07,Compound B,10377.11575,543.7218377861566,51.68615
797,34,10^-07,Compound C,9904.509,1073.4853600799543,51.68665
798,34,10^-08,Compound A,4678.279,1391.2789718188549,51.579249999999995
799,34,10^-08,Compound B,5132.85375,320.63459781540905,51.524550000000005
800,34,10^-08,Compound C,5594.170499999999,223.46186905527483,51.52445
801,34,10^-09,Compound A,3064.2300000000005,135.3570793296818,51.42405
802,34,10^-09,Compound B,3854.846,359.68593576155973,51.36925
803,34,10^-09,Compound C,4954.01,288.5981761319041,51.367450000000005
804,34,10^-10,Compound A,3154.80025,482.4760240712334,51.2666
805,34,10^-10,Compound B,3789.0207499999997,440.88027545459363,51.1839
806,34,10^-10,Compound C,4686.8417500000005,151.30466996840184,51.21225
807,34,10^-11,Compound A,3075.04075,185.451434813134,51.078149999999994
808,34,10^-11,Compound B,3561.2382500000003,247.15295051630295,51.0272
809,34,10^-11,Compound C,4393.59975,218.91476392326726,51.061350000000004
810,34,10^-12,Compound A,3423.03525,290.4044443293705,50.9009
811,34,10^-12,Compound B,3409.02275,384.0995672707592,50.85365
812,34,10^-12,Compound C,4573.344999999999,318.6015425627161,50.85725
813,34,Control,Compound A,3419.77225,227.816382842814,50.72815
814,34,Control,Compound B,3322.4077500000003,386.9393052399579,50.6956
815,34,Control,Compound C,4175.888999999999,201.9649074352724,50.693949999999994
816,35,10^-06,Compound A,7850.14375,1367.4952418877285,53.3935
817,35,10^-06,Compound B,10838.34375,521.8747488279747,53.38184999999999
818,35,10^-06,Compound C,12706.9375,1221.8324469867612,53.33625
819,35,10^-07,Compound A,4964.83625,473.951562206776,53.21865
820,35,10^-07,Compound B,10376.03025,577.6799278108651,53.193400000000004
821,35,10^-07,Compound C,10039.5605,1191.628600626472,53.17605
822,35,10^-08,Compound A,4761.9335,1481.2450981399622,53.0529
823,35,10^-08,Compound B,5182.46525,343.49572901020355,53.0286
824,35,10^-08,Compound C,5682.412249999999,203.3083700217949,52.98375
825,35,10^-09,Compound A,3083.6072499999996,170.3372970616042,52.89075
826,35,10^-09,Compound B,3841.4840000000004,346.4451122558918,52.873450000000005
827,35,10^-09,Compound C,5027.8935,304.8579845736874,52.829049999999995
828,35,10^-10,Compound A,3127.41875,458.95441279163924,52.733
829,35,10^-10,Compound B,3754.5662500000003,465.27902319674166,52.70575
830,35,10^-10,Compound C,4735.993,199.7761037645206,52.65585
831,35,10^-11,Compound A,3033.46675,153.39513443908848,52.577949999999994
832,35,10^-11,Compound B,3541.37275,253.19773524576334,52.553149999999995
833,35,10^-11,Compound C,4382.16075,207.64142445471535,52.505449999999996
834,35,10^-12,Compound A,3398.23375,286.2768054725789,52.420500000000004
835,35,10^-12,Compound B,3381.3355,388.2837071717014,52.39335
836,35,10^-12,Compound C,4566.650250000001,319.0417957785188,52.35325
837,35,Control,Compound A,3412.5015000000003,239.7275058317891,52.25705
838,35,Control,Compound B,3321.8774999999996,387.38787530200824,52.19325
839,35,Control,Compound C,4156.8322499999995,186.66176746435804,52.193250000000006
840,36,10^-06,Compound A,7822.268499999999,1359.9014375727193,54.91735
841,36,10^-06,Compound B,10888.733250000001,497.50793105727377,54.88225
842,36,10^-06,Compound C,12721.629,1204.6978744827682,54.875750000000004
843,36,10^-07,Compound A,5067.1404999999995,478.0212313879777,54.767250000000004
844,36,10^-07,Compound B,10309.83125,532.0540666200305,54.707499999999996
845,36,10^-07,Compound C,10199.234750000001,1240.4050798835324,54.70525
846,36,10^-08,Compound A,4759.4095,1460.2610702429226,54.60985000000001
847,36,10^-08,Compound B,5315.99275,275.7391353766196,54.552499999999995
848,36,10^-08,Compound C,5748.86325,228.76876804081525,54.54515000000001
849,36,10^-09,Compound A,3065.1817499999997,137.81318668733587,54.454699999999995
850,36,10^-09,Compound B,3844.9629999999997,363.03624473689774,54.36455
851,36,10^-09,Compound C,5098.345499999999,288.1140816650081,54.39465
852,36,10^-10,Compound A,3133.02375,493.6404411339468,54.269149999999996
853,36,10^-10,Compound B,3776.3320000000003,418.19110986006746,54.21195
854,36,10^-10,Compound C,4748.4015,198.72656416711484,54.24175
